,Gene,Gene2,Correlation
6069510,ATG4B,OR2T1,0.196
6069511,ATG4B,MAGEA8,0.196
6069512,ATG4B,NAA50,0.195
6069513,ATG4B,OR2L3,0.195
6069514,ATG4B,ECEL1,0.194
6069515,ATG4B,PXMP2,0.194
6069516,ATG4B,PRAMEF14,0.193
6069517,ATG4B,EIF2S1,0.193
6069518,ATG4B,WWC3,0.193
6069519,ATG4B,S1PR2,-0.192
6069520,ATG4B,CTAG2,0.192
6069521,ATG4B,PSMA4,0.192
6069522,ATG4B,RNASE13,-0.191
6069523,ATG4B,OR2G6,0.191
6069524,ATG4B,LCE1F,0.191
6069525,ATG4B,CT83,0.19
6069526,ATG4B,RUFY1,0.19
6069527,ATG4B,TAMM41,-0.19
6069528,ATG4B,CD8B,-0.19
6069529,ATG4B,NEU2,0.19
6069530,ATG4B,PDE6D,0.189
6069531,ATG4B,UTS2,0.188
6069532,ATG4B,OR2T27,0.188
6069533,ATG4B,FOXH1,0.188
6069534,ATG4B,ASB18,0.187
6069535,ATG4B,EPN2,-0.187
6069536,ATG4B,CALML6,0.187
6069537,ATG4B,NPIPB8,-0.187
6069538,ATG4B,NPHP4,0.18600000000000005
6069539,ATG4B,ATG16L1,0.18600000000000005
6069540,ATG4B,JAZF1,0.18600000000000005
6069541,ATG4B,EGFR,-0.18600000000000005
6069542,ATG4B,TLR3,0.18600000000000005
6069543,ATG4B,PRR18,0.18600000000000005
6069544,ATG4B,MAP2K6,0.18600000000000005
6069545,ATG4B,CEP131,0.18600000000000005
6069546,ATG4B,CPNE7,0.185
6069547,ATG4B,D2HGDH,0.185
6069548,ATG4B,H2BW1,0.184
6069549,ATG4B,CTPS2,0.184
6069550,ATG4B,NARS2,-0.183
6069551,ATG4B,ASPSCR1,0.183
6069552,ATG4B,DET1,-0.237
6069553,ATG4B,CNRIP1,-0.236
6069554,ATG4B,SYNGR2,0.228
6069555,ATG4B,PHC2,-0.227
6069556,ATG4B,ZNF521,-0.222
6069557,ATG4B,COPS8,-0.221
6069558,ATG4B,EYA1,-0.22
6069559,ATG4B,CHRM2,-0.21600000000000005
6069560,ATG4B,RBPJ,-0.215
6069561,ATG4B,SCN3B,-0.213
6069562,ATG4B,RGS17,-0.212
6069563,ATG4B,GRK4,-0.212
6069564,ATG4B,FKBP7,-0.211
6069565,ATG4B,ARHGEF2,-0.211
6069566,ATG4B,METTL9,-0.211
6069567,ATG4B,KHDRBS3,-0.21
6069568,ATG4B,CLMP,-0.209
6069569,ATG4B,DCTN4,-0.208
6069570,ATG4B,PDXP,-0.208
6069571,ATG4B,STXBP2,0.208
6069572,ATG4B,LRRTM2,-0.208
6069573,ATG4B,PTGFR,-0.207
6069574,ATG4B,RTL6,-0.207
6069575,ATG4B,TMX4,-0.207
6069576,ATG4B,MMP16,-0.207
6069577,ATG4B,TBC1D5,-0.206
6069578,ATG4B,TCF12,-0.206
6069579,ATG4B,TRIM23,-0.205
6069580,ATG4B,RHOV,0.204
6069581,ATG4B,TGM1,0.204
6069582,ATG4B,USP43,0.203
6069583,ATG4B,CORO2B,-0.202
6069584,ATG4B,MAP3K8,0.202
6069585,ATG4B,ETV1,-0.202
6069586,ATG4B,SNAP25,-0.202
6069587,ATG4B,ATP6V1B2,-0.202
6069588,ATG4B,POLR3D,-0.202
6069589,ATG4B,NEK1,-0.202
6069590,ATG4B,KREMEN2,0.201
6069591,ATG4B,GRIK2,-0.2
6069592,ATG4B,BFAR,-0.2
6069593,ATG4B,AP1S2,-0.2
6069594,ATG4B,ANGPTL2,-0.199
6069595,ATG4B,KLC3,0.199
6069596,ATG4B,CYP20A1,-0.198
6069597,ATG4B,LLGL2,0.198
6069598,ATG4B,KIAA0408,-0.198
6069599,ATG4B,SLC52A1,0.198
6069600,ATG4B,ZC3H7A,-0.198
6069601,ATG4B,DDR2,-0.198
6069602,ATG4B,CCDC102B,-0.198
6069603,ATG4B,CEP170,-0.197
6069604,ATG4B,EDN2,0.197
6069605,ATG4B,ARMCX1,-0.197
6069606,ATG4B,GPANK1,-0.197
6069607,ATG4B,MAP1B,-0.197
6069608,ATG4B,RBFOX1,-0.195
6069609,ATG4B,CCDC15,-0.195
6069610,ATG4B,ALKBH8,-0.195
6069611,ATG4B,DAAM2,-0.195
6069612,ATG4B,FBXL7,-0.195
6069613,ATG4B,FYN,-0.194
6069614,ATG4B,UPK1B,0.194
6069615,ATG4B,RNF144A,-0.194
6069616,ATG4B,C6orf89,-0.194
6069617,ATG4B,SVOP,-0.193
6069618,ATG4B,LCORL,-0.193
6069619,ATG4B,DUSP26,-0.193
6069620,ATG4B,TCEAL7,-0.193
6069621,ATG4B,NRSN1,-0.193
6069622,ATG4B,SGCB,-0.192
6069623,ATG4B,ANTXR2,-0.192
6069624,ATG4B,CLCN3,-0.192
6069625,ATG4B,DSC3,0.192
6069626,ATG4B,GJB6,0.192
6069627,ATG4B,POLDIP3,-0.192
6069628,ATG4B,SEPTIN2,-0.192
6069629,ATG4B,EPB41L3,-0.192
6069630,ATG4B,TSG101,-0.192
6069631,ATG4B,KRT5,0.192
6069632,ATG4B,BEND6,-0.192
6069633,ATG4B,ACTL6B,-0.191
6069634,ATG4B,TNK1,0.191
6069635,ATG4B,DENND1C,0.19
6069636,ATG4B,CDON,-0.19
6069637,ATG4B,TMEM181,-0.19
6069638,ATG4B,PLPP4,-0.19
6069639,ATG4B,ZKSCAN2,-0.19
6069640,ATG4B,ARMCX2,-0.19
6069641,ATG4B,ST6GALNAC3,-0.189
6069642,ATG4B,GDAP1L1,-0.188
6069643,ATG4B,TMC6,0.188
6069644,ATG4B,EXTL2,-0.188
6069645,ATG4B,EDEM3,-0.188
6069646,ATG4B,KRT6A,0.187
6069647,ATG4B,RLIM,-0.187
6069648,ATG4B,FGF13,-0.187
6069649,ATG4B,OSBPL6,-0.18600000000000005
6069650,ATG4B,TAGLN3,-0.18600000000000005
6069651,ATG4B,RAMP1,-0.16
6069652,ATG4B,MYCN,-0.14800000000000002
6069653,ATG4B,NPPC,-0.146
6069654,ATG4B,DIS3L2,-0.146
6069655,ATG4B,PTMA,-0.14
6069656,ATG4B,COPS7B,-0.14
6069657,ATG4B,SPAG16,-0.14
6069658,ATG4B,EFHD1,-0.139
6069659,ATG4B,RBM44,-0.139
6069660,ATG4B,COMTD1,0.139
6069661,ATG4B,ZNF503,0.139
6069662,ATG4B,DUSP13,0.139
6069663,ATG4B,KLHL30,-0.138
6069664,ATG4B,ALPI,-0.138
6069665,ATG4B,TEX44,-0.138
6069666,ATG4B,VDAC2,0.138
6069667,ATG4B,ILKAP,-0.136
6069668,ATG4B,ALPG,-0.136
6069669,ATG4B,NPFFR1,0.136
6069670,ATG4B,PER2,-0.136
6069671,ATG4B,DUPD1,0.136
6069672,ATG4B,SLC16A14,-0.135
6069673,ATG4B,FBXO36,-0.135
6069674,ATG4B,SP110,-0.135
6069675,ATG4B,LRRC20,0.134
6069676,ATG4B,SAMD8,0.134
6069677,ATG4B,SP140,-0.134
6069678,ATG4B,SERHL2,-0.134
6069679,ATG4B,PPA1,0.134
6069680,ATG4B,TYSND1,0.134
6069681,ATG4B,SAR1A,0.134
6069682,ATG4B,GBX2,-0.134
6069683,ATG4B,TRIM8,0.133
6069684,ATG4B,ANO1,0.133
6069685,ATG4B,CHRND,-0.133
6069686,ATG4B,CHRNG,-0.133
6069687,ATG4B,TIGD1,-0.133
6069688,ATG4B,EIF4E2,-0.133
6069689,ATG4B,TWIST2,-0.133
6069690,ATG4B,COL6A3,-0.133
6069691,ATG4B,GPR55,-0.133
6069692,ATG4B,SPATA3,-0.133
6069693,ATG4B,UGT1A4,-0.132
6069694,ATG4B,UGT1A3,-0.132
6069695,ATG4B,UGT1A5,-0.132
6069696,ATG4B,KAT6B,0.132
6069697,ATG4B,UGT1A9,-0.132
6069698,ATG4B,UGT1A6,-0.132
6069699,ATG4B,UGT1A7,-0.132
6069700,ATG4B,AQP12B,-0.131
6069701,ATG4B,SH3BP4,-0.131
6069702,ATG4B,LRMDA,0.131
6069703,ATG4B,SNORC,-0.131
6069704,ATG4B,KCNJ13,-0.131
6069705,ATG4B,ACKR3,-0.131
6069706,ATG4B,ASB1,-0.131
6069707,ATG4B,ALPP,-0.131
6069708,ATG4B,GIGYF2,-0.131
6069709,ATG4B,LDB2,-0.135
6069710,ATG4B,BST1,-0.134
6069711,ATG4B,FAM200B,-0.134
6069712,ATG4B,STIM2,-0.133
6069713,ATG4B,SMIM20,-0.132
6069714,ATG4B,CPEB2,-0.132
6069715,ATG4B,PI4K2B,-0.131
6069716,ATG4B,ZCCHC4,-0.131
6069717,ATG4B,CD38,-0.131
6069718,ATG4B,TAPT1,-0.131
6069719,ATG4B,PPARGC1A,-0.131
6069720,ATG4B,LGI2,-0.131
6069721,ATG4B,FBXL5,-0.131
6069722,ATG4B,TBC1D19,-0.13
6069723,ATG4B,CCDC149,-0.13
6069724,ATG4B,SOD3,-0.13
6069725,ATG4B,ANAPC4,-0.129
6069726,ATG4B,SEPSECS,-0.129
6069727,ATG4B,CCKAR,-0.129
6069728,ATG4B,SLC34A2,-0.129
6069729,ATG4B,SEL1L3,-0.128
6069730,ATG4B,DHX15,-0.128
6069731,ATG4B,CC2D2A,-0.128
6069732,ATG4B,C1QTNF7,-0.128
6069733,ATG4B,CLRN2,-0.127
6069734,ATG4B,QDPR,-0.127
6069735,ATG4B,LAP3,-0.127
6069736,ATG4B,FGFBP1,-0.127
6069737,ATG4B,PROM1,-0.127
6069738,ATG4B,FGFBP2,-0.127
6069739,ATG4B,NCAPG,-0.126
6069740,ATG4B,DCAF16,-0.126
6069741,ATG4B,MED28,-0.126
6069742,ATG4B,FAM184B,-0.126
6069743,ATG4B,WRN,-0.12
6069744,ATG4B,PURG,-0.12
6069745,ATG4B,BOD1L1,-0.119
6069746,ATG4B,NKX3-2,-0.119
6069747,ATG4B,C11orf87,-0.119
6069748,ATG4B,ADGRA3,-0.119
6069749,ATG4B,GSR,-0.118
6069750,ATG4B,PPP2CB,-0.117
6069751,ATG4B,RDX,-0.116
6069752,ATG4B,SMIM18,-0.116
6069753,ATG4B,ARHGAP20,-0.116
6069754,ATG4B,FDX1,-0.116
6069755,ATG4B,CWF19L2,-0.115
6069756,ATG4B,GTF2E2,-0.115
6069757,ATG4B,TEX15,-0.115
6069758,ATG4B,HMX1,-0.114
6069759,ATG4B,HTRA3,-0.113
6069760,ATG4B,ACOX3,-0.113
6069761,ATG4B,ZC3H12C,-0.113
6069762,ATG4B,SMKR1,-0.113
6069763,ATG4B,DDX10,-0.113
6069764,ATG4B,AFAP1,-0.113
6069765,ATG4B,KCNIP4,-0.112
6069766,ATG4B,PACRGL,-0.112
6069767,ATG4B,ABLIM2,-0.112
6069768,ATG4B,MIEF1,-0.112
6069769,ATG4B,PCDH7,-0.112
6069770,ATG4B,C11orf65,-0.111
6069771,ATG4B,HS3ST1,-0.111
6069772,ATG4B,SNU13,-0.111
6069773,ATG4B,TTC12,-0.111
6069774,ATG4B,CPZ,-0.111
6069775,ATG4B,GPR78,-0.111
6069776,ATG4B,TRMT44,-0.111
6069777,ATG4B,CYP2D6,-0.111
6069778,ATG4B,NRG1,-0.111
6069779,ATG4B,SMDT1,-0.111
6069780,ATG4B,NAGA,-0.111
6069781,ATG4B,NDUFA6,-0.111
6069782,ATG4B,PHETA2,-0.111
6069783,ATG4B,RPS19BP1,-0.111
6069784,ATG4B,CACNA1I,-0.111
6069785,ATG4B,ATF4,-0.111
6069786,ATG4B,SULT6B1,0.155
6069787,ATG4B,COPS7A,0.149
6069788,ATG4B,TCTEX1D1,0.14800000000000002
6069789,ATG4B,TIPARP,0.139
6069790,ATG4B,IL6,0.134
6069791,ATG4B,APOC1,-0.133
6069792,ATG4B,EMILIN2,0.131
6069793,ATG4B,ING4,0.131
6069794,ATG4B,KMT2D,0.126
6069795,ATG4B,CD99,-0.125
6069796,ATG4B,BNC2,0.125
6069797,ATG4B,POMZP3,0.125
6069798,ATG4B,PSMC4,0.124
6069799,ATG4B,ANXA4,0.123
6069800,ATG4B,ARHGEF9,-0.123
6069801,ATG4B,TMEM243,0.122
6069802,ATG4B,NXPE3,0.122
6069803,ATG4B,TMIE,0.122
6069804,ATG4B,FOPNL,0.122
6069805,ATG4B,FBXO48,-0.121
6069806,ATG4B,ZNF572,0.121
6069807,ATG4B,POLR2H,0.12
6069808,ATG4B,CCL22,-0.12
6069809,ATG4B,POLD1,0.119
6069810,ATG4B,IFNA2,0.119
6069811,ATG4B,PSMD9,0.119
6069812,ATG4B,GOLGA2,0.118
6069813,ATG4B,CLDN8,0.118
6069814,ATG4B,XPOT,0.118
6069815,ATG4B,GNB3,-0.118
6069816,ATG4B,PCSK7,0.118
6069817,ATG4B,SCRG1,0.117
6069818,ATG4B,ZNF441,0.117
6069819,ATG4B,HSPA4L,0.117
6069820,ATG4B,ZNF804A,-0.117
6069821,ATG4B,KLK13,-0.116
6069822,ATG4B,IL9,0.116
6069823,ATG4B,GTF3C5,0.116
6069824,ATG4B,SOCS6,0.116
6069825,ATG4B,SF3A3,0.116
6069826,ATG4B,ZNF302,0.115
6069827,ATG4B,C1orf146,0.115
6069828,ATG4B,SMC5,0.115
6069829,ATG4B,ZBTB7B,0.115
6069830,ATG4B,TAS2R7,0.114
6069831,ATG4B,BBIP1,0.113
6069832,ATG4B,KDM1B,0.113
6069833,ATG4B,PTDSS1,0.113
6069834,ATG4B,AGAP6,0.113
6069835,ATG4B,CACYBP,0.113
6069836,ATG4B,GPALPP1,-0.112
6069837,ATG4B,CD46,0.112
6069838,ATG4B,PSMC5,0.112
6069839,ATG4B,BAIAP2L2,0.112
6069840,ATG4B,TRAPPC2L,0.112
6069841,ATG4B,H4C4,0.112
6069842,ATG4B,ANKK1,0.111
6069843,ATG4B,PACS2,0.111
6069844,ATG4B,CBX6,0.111
6069845,ATG4B,CLIC3,0.111
6069846,ATG4B,C12orf45,0.11
6069847,ATG4B,SLC7A9,0.11
6069848,ATG4B,CDC42EP3,0.109
6069849,ATG4B,LIMD1,0.109
6069850,ATG4B,TIMM17A,0.109
6069851,ATG4B,YBX1,0.109
6069852,ATG4B,C1QTNF8,0.109
6069853,ATG4B,XK,-0.109
6069854,ATG4B,RCN2,0.108
6069855,ATG4B,TRIM26,0.108
6069856,ATG4B,JMJD1C,0.108
6069857,ATG4B,NDUFA4,0.108
6069858,ATG4B,SLC15A1,0.108
6069859,ATG4B,ELK4,0.108
6069860,ATG4B,STAT5B,0.108
6069861,ATG4B,ZNF714,0.108
6069862,ATG4B,PRELID3A,0.107
6069863,ATG4B,FUNDC2,-0.107
6069864,ATG4B,ACOT8,0.107
6069865,ATG4B,HNRNPA1,-0.107
6069866,ATG4B,RNF32,0.107
6069867,ATG4B,SHROOM3,0.106
6069868,ATG4B,TRPM7,0.106
6069869,ATG4B,TSSK3,0.106
6069870,ATG4B,SST,0.106
6069871,ATG4B,MAD1L1,0.105
6069872,ATG4B,PROS1,0.105
6069873,ATG4B,PRKACB,0.105
6069874,ATG4B,ZNF14,0.104
6069875,ATG4B,GTF2IRD2,0.104
6069876,ATG4B,PHF20L1,0.104
6069877,ATG4B,TMEFF2,0.104
6069878,ATG4B,PDZD11,-0.104
6069879,ATG4B,AHCYL2,0.104
6069880,ATG4B,TUBA1C,-0.104
6069881,ATG4B,RASEF,0.103
6078095,MAP1LC3B2,TCTN1,0.243
6078096,MAP1LC3B2,USP20,0.228
6078097,MAP1LC3B2,ACACB,0.222
6078098,MAP1LC3B2,TBX5,0.221
6078099,MAP1LC3B2,SERPINE2,0.22
6078100,MAP1LC3B2,DIABLO,0.21
6078101,MAP1LC3B2,VPS37B,0.208
6078102,MAP1LC3B2,NMD3,0.199
6078103,MAP1LC3B2,SGPL1,0.199
6078104,MAP1LC3B2,OASL,0.198
6078105,MAP1LC3B2,NUDT15,-0.195
6078106,MAP1LC3B2,OR1L8,0.189
6078107,MAP1LC3B2,PDE7B,0.187
6078108,MAP1LC3B2,ANKRD36B,-0.187
6078109,MAP1LC3B2,FBXW8,0.184
6078110,MAP1LC3B2,NMT2,0.183
6078111,MAP1LC3B2,CASKIN1,-0.183
6078112,MAP1LC3B2,SPTLC2,-0.182
6078113,MAP1LC3B2,CERT1,-0.181
6078114,MAP1LC3B2,KRTCAP2,-0.18
6078115,MAP1LC3B2,GET4,-0.18
6078116,MAP1LC3B2,PTTG1IP,-0.17800000000000002
6078117,MAP1LC3B2,SH3GL3,0.177
6078118,MAP1LC3B2,EGR4,-0.17600000000000002
6078119,MAP1LC3B2,PPP6R2,0.175
6078120,MAP1LC3B2,WDR45,0.174
6078121,MAP1LC3B2,EIF3C,0.174
6078122,MAP1LC3B2,PITPNM2,0.173
6078123,MAP1LC3B2,MUCL1,0.173
6078124,MAP1LC3B2,ANXA13,-0.173
6078125,MAP1LC3B2,GET3,-0.172
6078126,MAP1LC3B2,OR4D5,0.171
6078127,MAP1LC3B2,ISOC1,0.17
6078128,MAP1LC3B2,RNF217,-0.17
6078129,MAP1LC3B2,HADHB,0.16899999999999998
6078130,MAP1LC3B2,HVCN1,0.16899999999999998
6078131,MAP1LC3B2,S100A11,-0.16899999999999998
6078132,MAP1LC3B2,RNF34,0.16899999999999998
6078133,MAP1LC3B2,LRRC8A,0.16899999999999998
6078134,MAP1LC3B2,SLC24A1,0.168
6078135,MAP1LC3B2,EGFR,-0.168
6078136,MAP1LC3B2,SERPINA1,-0.168
6078137,MAP1LC3B2,SPTSSA,-0.168
6078138,MAP1LC3B2,CHD2,0.168
6078139,MAP1LC3B2,H1-1,-0.168
6078140,MAP1LC3B2,ZNF385A,0.16699999999999998
6078141,MAP1LC3B2,ADAT1,0.16699999999999998
6078142,MAP1LC3B2,AS3MT,0.165
6078143,MAP1LC3B2,C17orf50,-0.165
6078144,MAP1LC3B2,TMEM120B,0.163
6078145,MAP1LC3B2,EHBP1L1,-0.163
6078146,MAP1LC3B2,AP3S1,0.162
6078147,MAP1LC3B2,ALX1,0.162
6078148,MAP1LC3B2,DAO,0.161
6078149,MAP1LC3B2,TMSB4X,0.161
6078150,MAP1LC3B2,DEFB131A,0.16
6078151,MAP1LC3B2,AIF1L,0.16
6078152,MAP1LC3B2,PTGER1,-0.159
6078153,MAP1LC3B2,GMPPB,-0.159
6078154,MAP1LC3B2,BTBD11,0.159
6078155,MAP1LC3B2,MPHOSPH9,0.159
6078156,MAP1LC3B2,MFAP5,0.159
6078157,MAP1LC3B2,WARS1,0.158
6078158,MAP1LC3B2,LRRC43,0.158
6078159,MAP1LC3B2,PLLP,0.158
6078160,MAP1LC3B2,FAM120B,0.157
6078161,MAP1LC3B2,GALK2,0.157
6078162,MAP1LC3B2,UBE3B,0.157
6078163,MAP1LC3B2,KCNK12,-0.157
6078164,MAP1LC3B2,MAFA,-0.157
6078165,MAP1LC3B2,CBY3,0.156
6078166,MAP1LC3B2,TMEM256,0.156
6078167,MAP1LC3B2,CXCL1,-0.156
6078168,MAP1LC3B2,DEFA4,-0.156
6078169,MAP1LC3B2,CASC3,-0.155
6078170,MAP1LC3B2,ZNF664,0.155
6078171,MAP1LC3B2,OR6C4,0.154
6078172,MAP1LC3B2,SRP72,-0.154
6078173,MAP1LC3B2,GSG1,-0.154
6078174,MAP1LC3B2,HCAR2,0.154
6078175,MAP1LC3B2,DTX1,0.153
6078176,MAP1LC3B2,TNNI3K,-0.153
6078177,MAP1LC3B2,FBXO4,-0.153
6078178,MAP1LC3B2,PATE3,0.151
6078179,MAP1LC3B2,MARCO,0.151
6078180,MAP1LC3B2,ZSWIM8,-0.151
6078181,MAP1LC3B2,C16orf74,0.151
6078182,MAP1LC3B2,SEL1L2,0.151
6078183,MAP1LC3B2,AUP1,-0.151
6078184,MAP1LC3B2,HOXB2,-0.15
6078185,MAP1LC3B2,GPRIN3,-0.15
6078186,MAP1LC3B2,CC2D1B,-0.15
6078187,MAP1LC3B2,NOS1,0.149
6078188,MAP1LC3B2,OR52W1,0.149
6078189,MAP1LC3B2,MORN3,0.149
6078190,MAP1LC3B2,CLK3,0.149
6078191,MAP1LC3B2,NPIPB15,0.149
6078192,MAP1LC3B2,PCDH9,0.149
6078193,MAP1LC3B2,SLC35D2,0.14800000000000002
6078194,MAP1LC3B2,LRTM1,0.146
6078195,MAP1LC3B2,TMEM59L,-0.23
6078196,MAP1LC3B2,PIANP,-0.207
6078197,MAP1LC3B2,MEX3B,-0.192
6078198,MAP1LC3B2,LY6H,-0.187
6078199,MAP1LC3B2,TBX1,-0.18600000000000005
6078200,MAP1LC3B2,PDZD4,-0.182
6078201,MAP1LC3B2,TAGLN2,0.17800000000000002
6078202,MAP1LC3B2,CNTFR,-0.177
6078203,MAP1LC3B2,REEP2,-0.177
6078204,MAP1LC3B2,GP1BB,-0.17600000000000002
6078205,MAP1LC3B2,PHC1,-0.175
6078206,MAP1LC3B2,USP11,-0.174
6078207,MAP1LC3B2,THAP3,-0.174
6078208,MAP1LC3B2,CRLF1,-0.173
6078209,MAP1LC3B2,CSRNP2,-0.172
6078210,MAP1LC3B2,CDO1,-0.172
6078211,MAP1LC3B2,MAPK8IP1,-0.172
6078212,MAP1LC3B2,LRRC4B,-0.172
6078213,MAP1LC3B2,BRSK2,-0.171
6078214,MAP1LC3B2,SYP,-0.17
6078215,MAP1LC3B2,KIF1A,-0.16899999999999998
6078216,MAP1LC3B2,OSBPL6,-0.168
6078217,MAP1LC3B2,RBM20,-0.16699999999999998
6078218,MAP1LC3B2,SAMD14,-0.166
6078219,MAP1LC3B2,TLCD5,-0.166
6078220,MAP1LC3B2,NFU1,-0.16399999999999998
6078221,MAP1LC3B2,CHGB,-0.163
6078222,MAP1LC3B2,ZNF853,-0.163
6078223,MAP1LC3B2,CA2,0.163
6078224,MAP1LC3B2,SALL2,-0.163
6078225,MAP1LC3B2,TMEM145,-0.163
6078226,MAP1LC3B2,PGBD1,-0.162
6078227,MAP1LC3B2,HLA-E,0.162
6078228,MAP1LC3B2,SERF1B,-0.161
6078229,MAP1LC3B2,ICA1L,-0.161
6078230,MAP1LC3B2,EIF3L,-0.161
6078231,MAP1LC3B2,ATP1B2,-0.16
6078232,MAP1LC3B2,RTN1,-0.16
6078233,MAP1LC3B2,GALNT16,-0.16
6078234,MAP1LC3B2,STAT6,0.159
6078235,MAP1LC3B2,HTR6,-0.159
6078236,MAP1LC3B2,FBXO10,-0.159
6078237,MAP1LC3B2,SYT5,-0.158
6078238,MAP1LC3B2,PDLIM3,-0.158
6078239,MAP1LC3B2,DPYSL4,-0.158
6078240,MAP1LC3B2,MMD,-0.158
6078241,MAP1LC3B2,CHN1,-0.157
6078242,MAP1LC3B2,ADSL,-0.157
6078243,MAP1LC3B2,PSD,-0.157
6078244,MAP1LC3B2,PNMA8A,-0.157
6078245,MAP1LC3B2,EIF2B4,-0.157
6078246,MAP1LC3B2,TMEM98,-0.157
6078247,MAP1LC3B2,KIF5A,-0.157
6078248,MAP1LC3B2,MR1,0.156
6078249,MAP1LC3B2,RCOR2,-0.156
6078250,MAP1LC3B2,GPR162,-0.155
6078251,MAP1LC3B2,ZDHHC22,-0.155
6078252,MAP1LC3B2,ARHGAP28,-0.154
6078253,MAP1LC3B2,SEMA6C,-0.154
6078254,MAP1LC3B2,MAST1,-0.154
6078255,MAP1LC3B2,TMEM102,0.154
6078256,MAP1LC3B2,VWA5B2,-0.154
6078257,MAP1LC3B2,BRSK1,-0.154
6078258,MAP1LC3B2,ELF1,0.153
6078259,MAP1LC3B2,IGF2BP1,-0.153
6078260,MAP1LC3B2,PPP2R5A,0.153
6078261,MAP1LC3B2,SLC8A2,-0.153
6078262,MAP1LC3B2,GPR173,-0.152
6078263,MAP1LC3B2,EDN3,-0.152
6078264,MAP1LC3B2,PYCARD,0.152
6078265,MAP1LC3B2,CHRM4,-0.151
6078266,MAP1LC3B2,DRGX,-0.151
6078267,MAP1LC3B2,HBQ1,-0.151
6078268,MAP1LC3B2,JAM3,-0.151
6078269,MAP1LC3B2,TRIM38,0.151
6078270,MAP1LC3B2,CDK5R2,-0.15
6078271,MAP1LC3B2,LTK,-0.15
6078272,MAP1LC3B2,CDH11,-0.15
6078273,MAP1LC3B2,TMEM108,-0.15
6078274,MAP1LC3B2,KCNQ2,-0.149
6078275,MAP1LC3B2,PYGO1,-0.149
6078276,MAP1LC3B2,APBB1,-0.149
6078277,MAP1LC3B2,FRK,0.14800000000000002
6078278,MAP1LC3B2,SCN3B,-0.14800000000000002
6078279,MAP1LC3B2,PSME1,0.14800000000000002
6078280,MAP1LC3B2,TRAF3IP2,0.14800000000000002
6078281,MAP1LC3B2,SNX15,-0.14800000000000002
6078282,MAP1LC3B2,TTC21B,-0.14800000000000002
6078283,MAP1LC3B2,CENPV,-0.14800000000000002
6078284,MAP1LC3B2,JPH4,-0.147
6078285,MAP1LC3B2,ZEB1,-0.147
6078286,MAP1LC3B2,DRG1,-0.147
6078287,MAP1LC3B2,FNDC5,-0.147
6078288,MAP1LC3B2,GTF2H2C,-0.147
6078289,MAP1LC3B2,CRYBG1,0.147
6078290,MAP1LC3B2,C12orf57,-0.146
6078291,MAP1LC3B2,APC2,-0.146
6078292,MAP1LC3B2,SNRPG,-0.14300000000000002
6078293,MAP1LC3B2,NOX4,-0.136
6078294,MAP1LC3B2,VPREB1,-0.136
6078295,MAP1LC3B2,SLC6A11,-0.134
6078296,MAP1LC3B2,COPB2,0.132
6078297,MAP1LC3B2,IGSF10,0.132
6078298,MAP1LC3B2,MRPS22,0.131
6078299,MAP1LC3B2,DYSF,-0.131
6078300,MAP1LC3B2,RBP2,0.131
6078301,MAP1LC3B2,RBP1,0.131
6078302,MAP1LC3B2,NMNAT3,0.131
6078303,MAP1LC3B2,SUCNR1,0.13
6078304,MAP1LC3B2,ZNF638,-0.129
6078305,MAP1LC3B2,AADACL2,0.129
6078306,MAP1LC3B2,TRIM77,-0.127
6078307,MAP1LC3B2,MBNL1,0.127
6078308,MAP1LC3B2,MPHOSPH10,-0.127
6078309,MAP1LC3B2,SDF2L1,-0.127
6078310,MAP1LC3B2,MCEE,-0.127
6078311,MAP1LC3B2,NAGK,-0.127
6078312,MAP1LC3B2,IRAK2,-0.127
6078313,MAP1LC3B2,PAIP2B,-0.127
6078314,MAP1LC3B2,MAPK1,-0.126
6078315,MAP1LC3B2,CCDC116,-0.126
6078316,MAP1LC3B2,AADAC,0.126
6078317,MAP1LC3B2,CAV3,-0.126
6078318,MAP1LC3B2,RAD18,-0.126
6078319,MAP1LC3B2,OXTR,-0.126
6078320,MAP1LC3B2,TOP3B,-0.126
6078321,MAP1LC3B2,TAMM41,-0.126
6078322,MAP1LC3B2,CLSTN2,0.125
6078323,MAP1LC3B2,TATDN2,-0.125
6078324,MAP1LC3B2,LHFPL4,-0.125
6078325,MAP1LC3B2,MTMR14,-0.125
6078326,MAP1LC3B2,SLC6A1,-0.125
6078327,MAP1LC3B2,SLC6A6,-0.125
6078328,MAP1LC3B2,GHRL,-0.125
6078329,MAP1LC3B2,SRGAP3,-0.124
6078330,MAP1LC3B2,PDIA6,-0.124
6078331,MAP1LC3B2,DZIP1L,0.124
6078332,MAP1LC3B2,RPL32,-0.124
6078333,MAP1LC3B2,IQSEC1,-0.124
6078334,MAP1LC3B2,SEC13,-0.124
6078335,MAP1LC3B2,ATP2B2,-0.124
6078336,MAP1LC3B2,FANCD2,-0.124
6078337,MAP1LC3B2,TGFA,-0.123
6078338,MAP1LC3B2,C1D,-0.123
6078339,MAP1LC3B2,CLDN18,0.123
6078340,MAP1LC3B2,SOX14,0.123
6078341,MAP1LC3B2,SSUH2,-0.123
6078342,MAP1LC3B2,RAP2B,0.123
6078343,MAP1LC3B2,BRK1,-0.123
6078344,MAP1LC3B2,VHL,-0.123
