,Gene,Compound,Correlation
2962,ALPP,TMEM158,0.16699999999999998
2963,ALPP,UGT1A7,0.166
2964,ALPP,SFTPA1,0.166
2965,ALPP,TPPP2,-0.166
2966,ALPP,LRRC74A,0.166
2967,ALPP,APLP2,0.166
2968,ALPP,PCDHB8,0.166
2969,ALPP,ZNF551,0.166
2970,ALPP,TBPL2,-0.166
2971,ALPP,MT1HL1,0.166
2972,ALPP,ZFAND6,-0.165
2973,ALPP,SLC15A4,0.165
2974,ALPP,PSMA4,0.16399999999999998
2975,ALPP,LPAR6,0.16399999999999998
2976,ALPP,SEC11C,-0.16399999999999998
2977,ALPP,AP3B1,-0.16399999999999998
2978,ALPP,PDYN,0.16399999999999998
2979,ALPP,OR2M5,0.163
2980,ALPP,CLEC5A,0.162
2981,ALPP,UFC1,0.162
2982,ALPP,KRTAP9-8,0.162
2983,ALPP,ONECUT3,0.162
2984,ALPP,SH3BGRL2,-0.162
2985,ALPP,MRPS28,-0.161
2986,ALPP,PSMB7,0.161
2987,ALPP,CERK,0.161
2988,ALPP,UGGT1,-0.161
2989,ALPP,ASB18,0.161
2990,ALPP,KPRP,-0.161
2991,ALPP,TRIM60,-0.16
2992,ALPP,OR52E6,0.16
2993,ALPP,PDE6D,0.16
2994,ALPP,ZNF620,0.16
2995,ALPP,ALKBH2,0.16
2996,ALPP,GABRA1,-0.159
2997,ALPP,ZNF280A,-0.159
2998,ALPP,UQCC1,-0.159
2999,ALPP,ZFAND2B,0.159
3000,ALPP,RAB22A,0.159
3001,ALPP,NAA30,-0.159
3002,ALPP,C1orf198,0.159
3003,ALPP,TMEM126B,-0.158
3004,ALPP,GRXCR2,-0.156
3005,ALPP,RAVER2,0.175
3006,ALPP,FCGBP,0.17300000000000001
3007,ALPP,FRMD8,0.17300000000000001
3008,ALPP,SARS2,0.16899999999999998
3009,ALPP,STIM2,0.163
3010,ALPP,QRICH1,0.163
3011,ALPP,LRRC57,0.16
3012,ALPP,RAD51,0.159
3013,ALPP,TUBGCP4,0.156
3014,ALPP,FANCA,0.155
3015,ALPP,CEP192,0.154
3016,ALPP,MRPL16,0.153
3017,ALPP,PLEKHG2,0.153
3018,ALPP,C1orf174,0.153
3019,ALPP,NSMCE4A,0.151
3020,ALPP,CDCA7,0.151
3021,ALPP,RABL6,0.151
3022,ALPP,KAT2A,0.15
3023,ALPP,UBA5,0.149
3024,ALPP,AQR,0.14800000000000002
3025,ALPP,HERC2,0.14800000000000002
3026,ALPP,SREBF1,0.14800000000000002
3027,ALPP,PRR5,0.147
3028,ALPP,HNRNPL,0.147
3029,ALPP,PPP6R2,0.146
3030,ALPP,SLC25A15,0.146
3031,ALPP,P2RY1,0.145
3032,ALPP,ZNF280D,0.145
3033,ALPP,ZNF236,0.14400000000000002
3034,ALPP,ZNF106,0.14300000000000002
3035,ALPP,RAD9A,0.14300000000000002
3036,ALPP,SRRM1,0.142
3037,ALPP,CD36,0.142
3038,ALPP,SORD,0.141
3039,ALPP,PKN3,0.141
3040,ALPP,ARIH2,0.141
3041,ALPP,SNAP23,0.14
3042,ALPP,USP48,0.14
3043,ALPP,NPIPB13,0.14
3044,ALPP,SPOUT1,0.139
3045,ALPP,TOPBP1,0.139
3046,ALPP,SNRNP40,0.138
3047,ALPP,SPG7,0.138
3048,ALPP,RPUSD2,0.138
3049,ALPP,SYDE2,0.13699999999999998
3050,ALPP,GTF2H4,0.13699999999999998
3051,ALPP,POLE2,0.13699999999999998
3052,ALPP,ULK3,0.136
3053,ALPP,BCL2L12,0.136
3054,ALPP,KIAA0100,0.136
3055,ALPP,RTF1,0.136
3056,ALPP,SPATA31D1,-0.135
3057,ALPP,TONSL,0.135
3058,ALPP,TUBB1,0.135
3059,ALPP,SPATA2L,0.135
3060,ALPP,PTPN4,0.135
3061,ALPP,SCO2,0.133
3062,ALPP,SCN2B,0.133
3063,ALPP,CEP76,0.133
3064,ALPP,MTMR10,0.133
3065,ALPP,TRABD,0.133
3066,ALPP,SF1,0.132
3067,ALPP,CCDC114,0.132
3069,ALPP,GMEB1,0.132
3070,ALPP,MUS81,0.131
3071,ALPP,POLD3,0.131
3072,ALPP,CHKB,0.131
3073,ALPP,MOV10,0.131
3074,ALPP,CDK11A,0.131
3075,ALPP,CBFB,0.131
3076,ALPP,GEMIN4,0.131
3077,ALPP,PEX1,0.131
3078,ALPP,DNAJC11,0.13
3079,ALPP,WDR59,0.13
3080,ALPP,TSC1,0.13
3081,ALPP,HDAC1,0.13
3082,ALPP,RNF123,0.13
3083,ALPP,TUBGCP5,0.13
3084,ALPP,GART,0.13
3085,ALPP,VARS2,0.13
3086,ALPP,PCNX3,0.13
3087,ALPP,SRRT,0.129
3088,ALPP,OR5M8,-0.129
3089,ALPP,ZNF276,0.129
3090,ALPP,MTPAP,0.129
3091,ALPP,PIF1,0.129
3092,ALPP,FOXD2,0.129
3093,ALPP,DHRS11,0.129
3094,ALPP,LIPE,0.128
3095,ALPP,CEP152,0.128
3096,ALPP,PMPCA,0.128
3097,ALPP,NPHP4,0.128
3098,ALPP,ADGRF3,0.127
3099,ALPP,POLG,0.127
3100,ALPP,PPARGC1B,0.127
3101,ALPP,POLA2,0.127
3102,ALPP,C22orf15,0.127
3103,ALPP,DHX30,0.127
3104,ALPP,PARD6G,0.127
3105,ALPP,CATSPER2,0.114
3107,ALPP,ETAA1,-0.111
3108,ALPP,STRC,0.111
3110,ALPP,DAZAP1,-0.107
3111,ALPP,VPS13C,0.106
3115,ALPP,ACOT1,-0.105
3116,ALPP,GKN2,-0.105
3117,ALPP,ANTXR1,-0.10400000000000001
3118,ALPP,GKN1,-0.10400000000000001
3126,ALPP,FAN1,0.102
3128,ALPP,OTUD7A,0.102
3130,ALPP,NPAP1,0.10099999999999999
3131,ALPP,KLF13,0.10099999999999999
3133,ALPP,GOLGA8O,0.10099999999999999
3134,ALPP,GOLGA8K,0.10099999999999999
3136,ALPP,SNRPN,0.1
3138,ALPP,NDN,0.099
3144,ALPP,UBE3A,0.09699999999999999
3145,ALPP,SNURF,0.09699999999999999
3147,ALPP,MPG,-0.09699999999999999
3154,ALPP,LRATD2,-0.096
3156,ALPP,RNF111,0.096
3161,ALPP,TRPM1,0.095
3194,ALPP,NIPA2,0.095
3195,ALPP,CYFIP1,0.094
3201,ALPP,LY86,-0.149
3202,ALPP,DTNBP1,-0.146
3204,ALPP,MYLIP,-0.146
3205,ALPP,JARID2,-0.145
3206,ALPP,FARS2,-0.145
3207,ALPP,F13A1,-0.14400000000000002
3209,ALPP,NRN1,-0.14300000000000002
3210,ALPP,ATXN1,-0.14300000000000002
3211,ALPP,RPP40,-0.14300000000000002
3212,ALPP,GMPR,-0.14300000000000002
3213,ALPP,RREB1,-0.142
3214,ALPP,CD83,-0.141
3215,ALPP,TBC1D7,-0.141
3216,ALPP,SLC35B3,-0.141
3218,ALPP,PXDC1,-0.14
3219,ALPP,GFOD1,-0.14
3220,ALPP,SSR1,-0.14
3221,ALPP,CAGE1,-0.14
3224,ALPP,BLOC1S5,-0.139
3225,ALPP,TXNDC5,-0.139
3227,ALPP,EEF1E1,-0.139
3229,ALPP,PPP1R3G,-0.139
3230,ALPP,LYRM4,-0.139
3232,ALPP,BMP6,-0.139
3233,ALPP,CDYL,-0.139
3234,ALPP,ZNF267,-0.139
3235,ALPP,RIOK1,-0.138
3236,ALPP,SNRNP48,-0.138
3237,ALPP,FAM50B,-0.138
3238,ALPP,EXOC2,-0.138
3240,ALPP,PRPF4B,-0.13699999999999998
3241,ALPP,C6orf201,-0.13699999999999998
3242,ALPP,FAM217A,-0.13699999999999998
3243,ALPP,ECI2,-0.13699999999999998
3244,ALPP,DSP,-0.13699999999999998
3245,ALPP,IRF4,-0.136
3246,ALPP,STMND1,-0.136
3247,ALPP,SERPINB1,-0.136
3248,ALPP,RNF182,-0.135
3249,ALPP,MCUR1,-0.135
3250,ALPP,FOXF2,-0.135
3251,ALPP,GMDS,-0.134
3252,ALPP,TFAP2A,-0.133
3254,ALPP,NOL7,-0.133
3255,ALPP,RANBP9,-0.133
3256,ALPP,NRG1,-0.133
3257,ALPP,POLR3K,-0.133
3259,ALPP,RHBDF1,-0.133
3260,ALPP,SNRNP25,-0.133
3263,ALPP,FOXC1,-0.132
3264,ALPP,WRNIP1,-0.131
3265,ALPP,ZFP2,-0.131
3267,ALPP,ZNF354B,-0.131
3268,ALPP,FOXQ1,-0.131
3269,ALPP,PRR11,-0.131
3270,ALPP,SMG8,-0.131
3271,ALPP,GDPD1,-0.131
3273,ALPP,YPEL2,-0.13
3274,ALPP,ZNF354A,-0.13
3275,ALPP,CLK4,-0.13
3276,ALPP,SERPINB6,-0.13
3277,ALPP,NQO2,-0.13
3281,ALPP,RIPK1,-0.13
3282,ALPP,CD300LB,-0.13
3283,ALPP,CD300A,-0.13
3284,ALPP,NUP85,-0.13
3285,ALPP,LUC7L,-0.13
3286,ALPP,HBZ,-0.13
3287,ALPP,HBQ1,-0.13
3288,ALPP,HBM,-0.13
3290,ALPP,HBA1,-0.13
3291,ALPP,SIRT5,-0.13
3292,ALPP,ADAMTS2,-0.13
3293,ALPP,ZNF879,-0.13
3294,ALPP,GRM6,-0.13
3295,ALPP,ZNF354C,-0.13
3296,ALPP,ATXN3L,0.157
3297,ALPP,SSU72,0.154
3298,ALPP,DNAJB13,-0.153
3299,ALPP,NFXL1,-0.142
3300,ALPP,TMEM251,-0.135
3301,ALPP,TXNRD2,0.134
3302,ALPP,UPK2,-0.133
3303,ALPP,BAIAP2L2,0.131
3304,ALPP,ZNF365,0.131
3305,ALPP,ADCY3,-0.129
3306,ALPP,KCNH3,0.129
3307,ALPP,SCN3B,0.126
3308,ALPP,WWTR1,-0.126
3309,ALPP,EXOSC4,0.12300000000000001
3310,ALPP,CNNM1,0.12300000000000001
3311,ALPP,CNOT9,0.122
3312,ALPP,SMIM7,-0.122
3313,ALPP,CCNY,0.122
3314,ALPP,PUM2,0.121
3315,ALPP,PCSK5,0.121
3316,ALPP,TMEM145,0.121
3317,ALPP,B2M,0.12
3318,ALPP,ZNF584,0.11900000000000001
3319,ALPP,ELP4,0.11900000000000001
3320,ALPP,PSMC4,0.11900000000000001
3321,ALPP,AGTRAP,0.11900000000000001
3322,ALPP,PRPSAP1,0.11900000000000001
3323,ALPP,HOXC9,0.11800000000000001
3324,ALPP,SAFB2,0.11699999999999999
3325,ALPP,TOGARAM1,0.11699999999999999
3326,ALPP,SHKBP1,0.11699999999999999
3327,ALPP,CCDC83,-0.11599999999999999
3328,ALPP,MFAP3,0.11599999999999999
3329,ALPP,SETD7,-0.11599999999999999
3330,ALPP,CEP170B,0.11599999999999999
3331,ALPP,TMEM181,-0.11599999999999999
3332,ALPP,CLTCL1,0.11599999999999999
3333,ALPP,PRKCE,0.11599999999999999
3334,ALPP,ANKRD53,-0.114
3337,ALPP,C1orf210,-0.114
3339,ALPP,PPP1R26,0.113
3340,ALPP,RNF208,0.113
3341,ALPP,ANKRD12,0.11199999999999999
3342,ALPP,TYSND1,0.11199999999999999
3343,ALPP,CILP2,0.11199999999999999
3344,ALPP,PANK4,0.11199999999999999
3345,ALPP,CSPP1,-0.111
3346,ALPP,CES2,-0.111
3347,ALPP,KMT2B,0.111
3348,ALPP,SINHCAF,0.111
3349,ALPP,ADPRHL1,0.11
3350,ALPP,TMEM131L,-0.11
3351,ALPP,PTMA,-0.11
3352,ALPP,CTSW,0.11
3353,ALPP,GZMM,0.11
3354,ALPP,CES3,0.11
3355,ALPP,MAP3K7,0.109
3356,ALPP,UBR5,0.109
3357,ALPP,ENTHD1,-0.109
3358,ALPP,ZNF701,0.109
3359,ALPP,RNF149,-0.109
3360,ALPP,ADAM17,0.10800000000000001
3361,ALPP,PYCR2,0.10800000000000001
3362,ALPP,GTPBP2,0.107
3363,ALPP,NADK,0.107
3364,ALPP,ZNF24,-0.107
3365,ALPP,DNAJC19,-0.107
3366,ALPP,BDKRB2,0.107
3367,ALPP,HMX3,0.107
3368,ALPP,DNTTIP1,0.107
3370,ALPP,SLC19A1,0.106
3371,ALPP,EGF,0.106
3372,ALPP,S100G,-0.106
3373,ALPP,CTNND1,0.106
3374,ALPP,SLC39A1,0.106
3375,ALPP,CCDC166,0.106
3376,ALPP,INTS1,0.106
3377,ALPP,TMEM254,0.106
3378,ALPP,CROCC,0.105
3379,ALPP,SLC35A2,0.105
3380,ALPP,SRARP,0.105
3381,ALPP,NOS3,0.105
3382,ALPP,H3C3,-0.10400000000000001
3383,ALPP,PCNP,-0.10400000000000001
3384,ALPP,FAM9B,-0.10400000000000001
3385,ALPP,PDE3B,0.10400000000000001
3386,ALPP,GCNT2,-0.10400000000000001
3387,ALPP,TCTE1,0.10400000000000001
3388,ALPP,SRGAP3,0.10300000000000001
3389,ALPP,SYT6,0.1
3390,ALPP,SFT2D2,0.099
3391,ALPP,CCND2,-0.098
3392,ALPP,VEGFC,-0.09699999999999999
3393,TIA1,ARHGAP25,0.223
3394,TIA1,MOB1A,0.215
3395,TIA1,FBXW12,0.203
3396,TIA1,CFAP36,0.203
3397,TIA1,C2orf42,0.19899999999999998
3398,TIA1,FMO3,0.19899999999999998
3399,TIA1,TIAL1,0.19399999999999998
3400,TIA1,MMADHC,0.193
3401,TIA1,MSH2,0.192
3402,TIA1,SRPX,0.191
3403,TIA1,ZNF195,0.191
3404,TIA1,IP6K3,-0.19
3405,TIA1,DEFB131A,0.19
3406,TIA1,RHOQ,0.18899999999999997
3407,TIA1,IL26,0.183
3408,TIA1,YLPM1,0.183
3409,TIA1,SFTPB,0.182
3410,TIA1,VRK2,0.18
3411,TIA1,MCAM,-0.17800000000000002
3412,TIA1,LRRC70,0.17600000000000002
3413,TIA1,LTF,0.175
3414,TIA1,TLR6,0.175
3415,TIA1,ATP5MC2,0.174
3416,TIA1,ZNF587B,-0.17300000000000001
3417,TIA1,PDK1,0.172
3418,TIA1,PRCP,0.16899999999999998
3419,TIA1,MAGED1,0.16899999999999998
3420,TIA1,MACROD1,0.16899999999999998
3421,TIA1,SERINC1,-0.168
3422,TIA1,TMSB10,0.168
3423,TIA1,MKLN1,0.168
3424,TIA1,ZNF431,0.16699999999999998
3425,TIA1,MINDY2,0.16699999999999998
3426,TIA1,NOP10,0.16699999999999998
3427,TIA1,TES,0.166
3428,TIA1,SLC25A38,0.166
3429,TIA1,ART4,-0.166
3430,TIA1,APLF,0.165
3431,TIA1,TARM1,-0.16399999999999998
3432,TIA1,SELENBP1,0.16399999999999998
3433,TIA1,M1AP,0.163
3434,TIA1,FBXL2,0.163
3435,TIA1,DENND11,0.163
3436,TIA1,LIPM,0.163
3437,TIA1,WDR76,0.163
3438,TIA1,LOXHD1,-0.163
3439,TIA1,OFD1,0.162
3440,TIA1,ADAL,0.161
3441,TIA1,OSBPL5,-0.161
3442,TIA1,SYT13,-0.16
3443,TIA1,TXNL4B,0.16
3444,TIA1,KIAA1841,0.159
3445,TIA1,QRICH2,-0.159
3446,TIA1,FXYD6,-0.159
3447,TIA1,GNG11,0.158
3448,TIA1,CBWD2,0.158
3449,TIA1,H4C6,-0.158
3450,TIA1,ZNF595,0.158
3451,TIA1,STARD3NL,0.157
3452,TIA1,HMBS,-0.157
3453,TIA1,XRRA1,0.157
3454,TIA1,MAP3K19,0.157
3455,TIA1,FTO,0.157
3456,TIA1,NOSTRIN,0.156
3457,TIA1,LSM2,-0.156
3458,TIA1,PUS10,0.156
3459,TIA1,HGF,0.156
3460,TIA1,ASNS,0.155
3461,TIA1,MDH1,0.155
3462,TIA1,DOK1,0.155
3463,TIA1,LRRC4B,-0.155
3464,TIA1,HERC3,0.154
3465,TIA1,ARHGAP15,0.154
3466,TIA1,HSF5,-0.154
3467,TIA1,CDK18,0.154
3468,TIA1,PBDC1,0.154
3469,TIA1,PADI2,-0.153
3470,TIA1,REEP1,0.153
3471,TIA1,NR2C2,0.153
3472,TIA1,MAPK4,-0.153
3473,TIA1,ZYG11B,0.153
3474,TIA1,KIAA0753,0.153
3475,TIA1,AP1AR,0.152
3476,TIA1,IBTK,0.151
3477,TIA1,BLM,0.151
3478,TIA1,CCNT2,0.151
3479,TIA1,CLDN1,-0.151
3480,TIA1,HOXB13,-0.15
3481,TIA1,DNAJC12,0.15
3482,TIA1,PSD2,-0.15
3483,TIA1,ITM2C,0.15
3484,TIA1,ABHD5,0.15
3485,TIA1,OR8B3,0.15
3486,TIA1,P4HB,0.149
3487,TIA1,OR4D9,0.149
3488,TIA1,EXOC6B,0.149
3489,TIA1,ZNF654,0.149
3490,TIA1,PNCK,-0.149
3491,TIA1,CCDC88A,0.149
3492,TIA1,PRAMEF4,-0.145
3493,TIA1,PRAMEF9,-0.145
3494,TIA1,KIAA0513,-0.141
3495,TIA1,TNFRSF10B,-0.138
3496,TIA1,PCTP,-0.13699999999999998
3497,TIA1,NLGN4Y,-0.13699999999999998
3498,TIA1,LMAN1,-0.131
3499,TIA1,PRR22,0.13
3502,TIA1,GLG1,-0.129
3503,TIA1,SLC5A10,0.128
3504,TIA1,GPX1,0.127
3505,TIA1,OXA1L,0.126
3506,TIA1,BTBD10,-0.126
3507,TIA1,MYBBP1A,0.125
3508,TIA1,RGS10,0.125
3509,TIA1,TBC1D3G,-0.122
3510,TIA1,TSHZ3,-0.122
3511,TIA1,CYP51A1,-0.122
3512,TIA1,USP40,-0.121
3513,TIA1,C1QBP,0.121
3514,TIA1,PRAMEF7,-0.121
3515,TIA1,SLA2,0.121
3516,TIA1,PRAMEF1,-0.121
3517,TIA1,TMEM47,-0.121
3518,TIA1,IMPDH2,0.12
3519,TIA1,RPSA,0.12
3520,TIA1,PRAMEF2,-0.12
3521,TIA1,CASK,-0.12
3524,TIA1,TBC1D10C,0.11900000000000001
3526,TIA1,MBD3L5,-0.11900000000000001
3527,TIA1,GGTLC1,-0.11800000000000001
3528,TIA1,RPL14,0.11800000000000001
3529,TIA1,RITA1,0.11800000000000001
3530,TIA1,SULT1C4,-0.11800000000000001
3531,TIA1,DUOXA2,-0.11800000000000001
3532,TIA1,EPOP,0.11699999999999999
3533,TIA1,POC1A,0.11699999999999999
3534,TIA1,IQCD,0.11699999999999999
3535,TIA1,DENND2C,-0.11699999999999999
3536,TIA1,CXCR5,0.11599999999999999
3537,TIA1,SLC28A1,-0.11599999999999999
3538,TIA1,CMSS1,0.115
3539,TIA1,RPS4X,0.115
3540,TIA1,BTNL9,0.115
3541,TIA1,CD37,0.114
3542,TIA1,GLRX5,0.114
3543,TIA1,JAML,0.114
3544,TIA1,ARRB2,0.114
3545,TIA1,DNAJC3,-0.114
3546,TIA1,KYNU,-0.113
3547,TIA1,ARSH,0.113
3548,TIA1,UGT2B17,-0.113
3549,TIA1,TUBA3D,0.113
3550,TIA1,TREX2,0.113
3551,TIA1,MYO1G,0.113
3552,TIA1,SEC24D,-0.113
3554,TIA1,CHCHD4,0.113
3555,TIA1,IST1,-0.11199999999999999
3556,TIA1,MRPS25,0.11199999999999999
3557,TIA1,TM2D2,-0.11199999999999999
3558,TIA1,ZDBF2,-0.11199999999999999
3559,TIA1,PTPN12,-0.111
3560,TIA1,PGRMC1,-0.111
3561,TIA1,PLPP6,-0.111
3562,TIA1,C8orf48,-0.111
3563,TIA1,DNAAF2,0.111
3564,TIA1,SCARB2,-0.11
3565,TIA1,CNTNAP3B,-0.11
3566,TIA1,CAMSAP2,-0.11
3567,TIA1,ATP2A3,0.11
3568,TIA1,RPS12,0.109
3569,TIA1,RPUSD3,0.109
3570,TIA1,RUFY1,0.109
3571,TIA1,PDCD11,0.109
3572,TIA1,TCAF1,-0.109
3574,TIA1,SLC25A5,0.109
3575,TIA1,KLF7,-0.10800000000000001
3576,TIA1,AHSA1,0.10800000000000001
3577,TIA1,TUBA8,0.10800000000000001
3578,TIA1,EPHB2,-0.10800000000000001
3579,TIA1,ALDH5A1,0.10800000000000001
3580,TIA1,TDRP,-0.10800000000000001
3581,TIA1,HSP90B1,-0.10800000000000001
3582,TIA1,PLD5,-0.10800000000000001
3583,TIA1,IFT80,-0.10800000000000001
3584,TIA1,FGFR3,-0.107
3585,TIA1,KDELR2,-0.107
3586,TIA1,FBXL14,0.107
3587,TIA1,RPL4,0.107
3588,TIA1,TRPC1,-0.107
3589,TIA1,SPINK2,0.107
3590,TIA1,SPATA33,-0.132
3592,TIA1,VPS9D1,-0.129
3593,TIA1,SPATA2L,-0.129
3594,TIA1,CHMP1A,-0.126
3595,TIA1,CDK10,-0.126
3596,TIA1,ZNF276,-0.125
3597,TIA1,PXK,0.12300000000000001
3598,TIA1,APPL1,0.122
3600,TIA1,ID2,0.12
3603,TIA1,KIDINS220,0.11900000000000001
3604,TIA1,MBOAT2,0.11800000000000001
3605,TIA1,DPEP1,-0.11599999999999999
3606,TIA1,IAH1,0.115
3607,TIA1,ITGB1BP1,0.115
3608,TIA1,ADAM17,0.114
3613,TIA1,CMPK2,0.114
3615,TIA1,CPSF3,0.114
3616,TIA1,YWHAQ,0.114
3618,TIA1,LRRC37A3,-0.113
3622,TIA1,RPP14,0.113
3623,TIA1,CPNE7,-0.113
3626,TIA1,ABHD6,0.11199999999999999
3627,TIA1,ASAP2,0.11199999999999999
3628,TIA1,RNF144A,0.11199999999999999
3629,TIA1,RSAD2,0.11199999999999999
3631,TIA1,FAM107A,0.111
3632,TIA1,ACOX2,0.111
3633,TIA1,KCTD6,0.111
3634,TIA1,ZNF385D,0.111
3638,TIA1,KCNH8,0.11
3639,TIA1,C3orf67,0.11
3640,TIA1,FANCA,-0.11
3641,TIA1,DNASE1L3,0.109
3643,TIA1,PDHB,0.109
3644,TIA1,GPR68,0.109
3645,TIA1,DGLUCY,0.109
3651,TIA1,SOX11,0.109
3652,TIA1,UBE2E2,0.10800000000000001
3655,TIA1,FAM3D,0.10800000000000001
3656,TIA1,CCDC88C,0.10800000000000001
3658,TIA1,HYDIN,-0.10800000000000001
3659,TIA1,FHIT,0.10800000000000001
3660,TIA1,ATXN1L,-0.107
3661,TIA1,ZNF821,-0.107
3664,TIA1,PPP4R3A,0.107
3667,TIA1,SCN11A,0.106
3668,TIA1,NR1D2,0.106
3669,TIA1,RIN3,0.106
3670,TIA1,RPS6KA5,0.106
3671,TIA1,TBC1D3B,-0.105
3672,TIA1,TTC7B,0.105
3673,TIA1,VAC14,-0.105
3674,TIA1,RPL13,-0.105
3675,TIA1,ITPK1,0.105
3676,TIA1,CHGA,0.105
3678,TIA1,KAT2B,0.105
3679,TIA1,RAB5A,0.105
3680,TIA1,PP2D1,0.105
3684,TIA1,ITGB4,-0.105
3686,TIA1,DHODH,-0.113
3688,TIA1,IRX5,-0.11199999999999999
3689,TIA1,PHLPP2,-0.11
3690,TIA1,AP1G1,-0.11
3692,TIA1,HP,-0.11
3693,TIA1,HPR,-0.11
3694,TIA1,MAF,-0.11
3695,TIA1,ZNF23,-0.11
3697,TIA1,TOX3,-0.11
3698,TIA1,SLC6A2,-0.10800000000000001
3701,TIA1,ZNF19,-0.10800000000000001
3702,TIA1,CHST4,-0.10800000000000001
3703,TIA1,TAT,-0.10800000000000001
3704,TIA1,MARVELD3,-0.10800000000000001
3705,TIA1,AKTIP,-0.107
3706,TIA1,CLEC3A,-0.107
3707,TIA1,IRX6,-0.107
3708,TIA1,DHX38,-0.107
3709,TIA1,RPGRIP1L,-0.107
3710,TIA1,SPG7,-0.106
3711,TIA1,RBL2,-0.106
3712,TIA1,PMFBP1,-0.105
3713,TIA1,MMP2,-0.105
3714,TIA1,CAPNS2,-0.105
3715,TIA1,LPCAT2,-0.105
3716,TIA1,CMTR2,-0.105
3717,TIA1,DCC,-0.10400000000000001
3719,TIA1,CTIF,-0.10400000000000001
3720,TIA1,CALB2,-0.10300000000000001
3721,TIA1,KCTD19,-0.10300000000000001
3722,TIA1,HSD11B2,-0.10300000000000001
3723,TIA1,ZDHHC1,-0.10300000000000001
3724,TIA1,PLEKHG4,-0.10300000000000001
3725,TIA1,TPPP3,-0.10300000000000001
3726,TIA1,ATP6V0D1,-0.10300000000000001
3727,TIA1,LRRC36,-0.10300000000000001
3728,TIA1,CTCF,-0.10300000000000001
3729,TIA1,IRX3,-0.10300000000000001
3730,TIA1,PLCG2,-0.10300000000000001
3732,TIA1,ZDHHC7,-0.102
3733,TIA1,CHD9,-0.102
3734,TIA1,CES5A,-0.102
3735,TIA1,CES1,-0.102
3736,TIA1,PARD6A,-0.102
3737,TIA1,CARMIL2,-0.102
3738,TIA1,C16orf86,-0.102
3739,TIA1,ENKD1,-0.102
3740,TIA1,ACD,-0.102
3741,TIA1,GFOD2,-0.102
3742,TIA1,NOD2,-0.102
3743,TIA1,SNX20,-0.102
3745,TIA1,IL34,-0.102
3747,TIA1,NUTF2,-0.102
3748,TIA1,TSNAXIP1,-0.102
3749,TIA1,THAP11,-0.102
3750,TIA1,RANBP10,-0.102
3751,TIA1,CENPT,-0.102
3752,TIA1,WWOX,-0.102
3753,TIA1,CMTM2,-0.102
3754,TIA1,CMTM1,-0.102
3756,TIA1,E2F4,-0.102
3757,TIA1,LRRC29,-0.102
3758,TIA1,EXOC3L1,-0.102
3759,TIA1,TMEM208,-0.102
3760,TIA1,FHOD1,-0.102
3761,TIA1,HSF4,-0.102
3762,TIA1,FBXL8,-0.102
3763,TIA1,KIAA0895L,-0.102
3764,TIA1,ELMO3,-0.102
3765,TIA1,B3GNT9,-0.102
3766,TIA1,NOL3,-0.102
3767,TIA1,TRADD,-0.102
3768,TIA1,CYLD,-0.102
3769,TIA1,RIPOR1,-0.10099999999999999
3770,TIA1,AGRP,-0.10099999999999999
3771,TIA1,SLC9A5,-0.10099999999999999
3772,TIA1,MTSS2,-0.10099999999999999
3773,TIA1,APH1A,0.15
3774,TIA1,KRTAP19-8,0.147
3775,TIA1,IMPA2,0.142
3776,TIA1,ADGRE1,0.142
3777,TIA1,S100A12,0.13699999999999998
3778,TIA1,NR1H4,0.135
3779,TIA1,C2CD4D,-0.133
3780,TIA1,ADTRP,-0.132
3781,TIA1,HNRNPM,0.13
3782,TIA1,BCL6,0.127
3783,TIA1,NMBR,0.127
3784,TIA1,RAP1GAP,0.126
3785,TIA1,EIF4A1,0.126
3786,TIA1,KRT10,0.12300000000000001
3787,TIA1,KIF24,0.122
3788,TIA1,ANO3,0.121
3789,TIA1,ARL17A,-0.121
3790,TIA1,GPRC5D,-0.12
3791,TIA1,RHCG,-0.12
3792,TIA1,LRRC49,0.12
3793,TIA1,ZNF805,-0.11900000000000001
3794,TIA1,CCNI2,0.11900000000000001
3795,TIA1,UBE2J2,0.11800000000000001
3796,TIA1,MARCHF5,-0.11599999999999999
3797,TIA1,PAQR8,-0.11599999999999999
3798,TIA1,MRPS26,-0.11599999999999999
3799,TIA1,ALDH1A1,0.115
3800,TIA1,GPC1,0.115
3801,TIA1,SLC22A25,0.115
3802,TIA1,FAM104A,0.115
3803,TIA1,NXNL1,0.115
3804,TIA1,SERPINC1,0.115
3805,TIA1,DEGS2,0.114
3806,TIA1,TXLNB,-0.114
3807,TIA1,TMEM52,0.113
3808,TIA1,HK2,0.11199999999999999
3809,TIA1,CIB1,-0.11199999999999999
3810,TIA1,CCM2L,-0.111
3811,TIA1,MRPL19,0.111
3812,TIA1,GSDMA,0.111
3813,TIA1,SMC1B,0.111
3814,TIA1,APBA2,0.111
3815,TIA1,TCF24,-0.111
3816,TIA1,SNTN,-0.111
3817,TIA1,OR10G7,0.111
3818,TIA1,SNX1,0.111
3819,TIA1,EXOSC9,-0.111
3820,TIA1,FAM234B,0.11
3821,TIA1,CPNE5,0.11
3822,TIA1,ADAD2,-0.109
3823,TIA1,PDGFC,0.109
3824,TIA1,CXCL11,0.109
3825,TIA1,KIF25,0.109
3826,TIA1,PIP,0.10800000000000001
3827,TIA1,HELLS,0.10800000000000001
