,Gene,Compound,Correlation
2218,FLYWCH1,KLF12,0.129
2219,FLYWCH1,MEX3C,0.126
2221,FLYWCH1,FRG2,0.126
2222,FLYWCH1,FRG1,0.126
2223,FLYWCH1,TMA16,0.124
2224,FLYWCH1,MARCHF1,0.124
2225,FLYWCH1,TKTL2,0.124
2226,FLYWCH1,TRIML1,0.124
2227,FLYWCH1,TRIML2,0.124
2228,FLYWCH1,ZFP42,0.124
2229,FLYWCH1,ZNF395,0.124
2230,FLYWCH1,PNOC,0.124
2231,FLYWCH1,CENPU,0.12300000000000001
2232,FLYWCH1,NPY5R,0.12300000000000001
2233,FLYWCH1,NPY1R,0.12300000000000001
2234,FLYWCH1,ENPP6,0.12300000000000001
2236,FLYWCH1,IRF2,0.122
2237,FLYWCH1,ADGRE1,0.122
2238,FLYWCH1,HELT,0.122
2240,FLYWCH1,PIK3C3,0.122
2241,FLYWCH1,CASP3,0.122
2242,FLYWCH1,PRIMPOL,0.122
2244,FLYWCH1,ACSL1,0.121
2247,FLYWCH1,STOX2,0.121
2249,FLYWCH1,CLEC5A,0.12
2250,FLYWCH1,OR9A4,0.12
2251,FLYWCH1,TRIM60,0.12
2253,FLYWCH1,DACH1,0.12
2254,FLYWCH1,KLHL2,0.12
2256,FLYWCH1,PRSS58,0.11900000000000001
2260,FLYWCH1,PRSS37,0.11900000000000001
2261,FLYWCH1,NAF1,0.11900000000000001
2262,FLYWCH1,OR6V1,0.11800000000000001
2263,FLYWCH1,LLCFC1,0.11800000000000001
2264,FLYWCH1,TAS2R39,0.11800000000000001
2265,FLYWCH1,OR9A2,0.11800000000000001
2266,FLYWCH1,KEL,0.11800000000000001
2267,FLYWCH1,PIP,0.11800000000000001
2268,FLYWCH1,TRPV5,0.11800000000000001
2270,FLYWCH1,TLL1,0.11800000000000001
2272,FLYWCH1,TCAF2,0.11800000000000001
2273,FLYWCH1,TMEM139,0.11800000000000001
2274,FLYWCH1,EPHA1,0.11800000000000001
2275,FLYWCH1,TAS2R41,0.11800000000000001
2276,FLYWCH1,TAS2R40,0.11800000000000001
2278,FLYWCH1,CLCN1,0.11800000000000001
2279,FLYWCH1,TAS2R60,0.11800000000000001
2280,FLYWCH1,GSTK1,0.11800000000000001
2281,FLYWCH1,CTAGE15,0.11800000000000001
2282,FLYWCH1,ZYX,0.11800000000000001
2283,FLYWCH1,CASP2,0.11800000000000001
2284,FLYWCH1,FAM131B,0.11800000000000001
2286,FLYWCH1,SSBP1,0.11800000000000001
2287,FLYWCH1,DENND11,0.11800000000000001
2288,FLYWCH1,TAS2R5,0.11800000000000001
2289,FLYWCH1,TAS2R3,0.11800000000000001
2290,FLYWCH1,TAS2R4,0.11800000000000001
2291,FLYWCH1,WEE2,0.11800000000000001
2293,FLYWCH1,NEK1,0.11800000000000001
2297,FLYWCH1,SLC25A4,0.11699999999999999
2299,FLYWCH1,SYT4,0.11699999999999999
2300,FLYWCH1,MGAM,0.11699999999999999
2301,FLYWCH1,TAS2R38,0.11699999999999999
2302,FLYWCH1,CSMD1,0.11699999999999999
2303,FLYWCH1,CLCN3,0.11699999999999999
2304,FLYWCH1,TUBB4A,0.11699999999999999
2305,FLYWCH1,KBTBD11,0.11699999999999999
2306,FLYWCH1,MYOM2,0.11699999999999999
2307,FLYWCH1,OR2A5,0.11699999999999999
2310,FLYWCH1,DEFB135,-0.153
2311,FLYWCH1,ERCC3,-0.139
2312,FLYWCH1,KRTAP2-4,0.138
2313,FLYWCH1,GAS2L3,-0.138
2314,FLYWCH1,FUT8,-0.138
2315,FLYWCH1,SMCO3,-0.13699999999999998
2316,FLYWCH1,NXPH2,-0.13699999999999998
2317,FLYWCH1,EPCAM,-0.136
2318,FLYWCH1,AGTPBP1,-0.135
2319,FLYWCH1,IFI27,-0.134
2320,FLYWCH1,C3orf80,-0.131
2321,FLYWCH1,HMGXB4,-0.13
2322,FLYWCH1,CCDC82,0.129
2323,FLYWCH1,NUDCD3,-0.129
2324,FLYWCH1,JPT2,-0.128
2325,FLYWCH1,PITX3,0.128
2326,FLYWCH1,DEC1,-0.126
2327,FLYWCH1,TNFRSF8,-0.126
2328,FLYWCH1,GDF3,-0.125
2329,FLYWCH1,KRTAP20-3,0.124
2330,FLYWCH1,UXT,-0.124
2331,FLYWCH1,SYT12,0.122
2332,FLYWCH1,MRPL4,0.121
2333,FLYWCH1,NRROS,0.12
2334,FLYWCH1,RIMKLA,-0.12
2335,FLYWCH1,PLPP1,0.11900000000000001
2336,FLYWCH1,GPC3,-0.11900000000000001
2337,FLYWCH1,ZNF281,0.11900000000000001
2338,FLYWCH1,TIMM10B,-0.11800000000000001
2339,FLYWCH1,SLC25A27,0.11800000000000001
2340,FLYWCH1,FZD3,-0.11800000000000001
2341,FLYWCH1,DIO1,-0.11800000000000001
2342,FLYWCH1,KLF11,-0.11699999999999999
2343,FLYWCH1,QPCT,-0.11699999999999999
2344,FLYWCH1,PHF1,0.11699999999999999
2345,FLYWCH1,KCNRG,-0.11699999999999999
2346,FLYWCH1,ANKRD35,-0.11599999999999999
2347,FLYWCH1,HMGN3,0.11599999999999999
2348,FLYWCH1,ZNF738,0.11599999999999999
2349,FLYWCH1,FLT1,-0.11599999999999999
2350,FLYWCH1,CRKL,-0.115
2351,FLYWCH1,LCN2,-0.115
2352,FLYWCH1,FUT9,0.115
2353,FLYWCH1,SCAMP5,-0.115
2354,FLYWCH1,YJEFN3,0.114
2355,FLYWCH1,SLC10A2,0.114
2357,FLYWCH1,FABP4,-0.113
2358,FLYWCH1,ZNF614,-0.113
2359,FLYWCH1,SHC3,-0.11199999999999999
2360,FLYWCH1,PLSCR2,-0.11199999999999999
2361,FLYWCH1,TCF25,0.11199999999999999
2362,FLYWCH1,RSPO3,-0.11199999999999999
2363,FLYWCH1,SLC2A2,-0.11199999999999999
2364,FLYWCH1,MBNL1,-0.111
2365,FLYWCH1,PSMB7,-0.111
2366,FLYWCH1,FBXL17,0.111
2367,FLYWCH1,BTBD18,-0.11
2368,FLYWCH1,GABRD,-0.11
2369,FLYWCH1,TRIM69,-0.11
2370,FLYWCH1,TTPA,-0.11
2371,FLYWCH1,JPH2,-0.11
2372,FLYWCH1,MAS1,-0.11
2373,FLYWCH1,C16orf70,-0.109
2374,FLYWCH1,DEFB128,-0.109
2375,FLYWCH1,H1-0,-0.109
2376,FLYWCH1,CXCL16,-0.109
2377,FLYWCH1,SCOC,-0.109
2379,FLYWCH1,RPS3A,-0.109
2380,FLYWCH1,TSNAXIP1,-0.109
2381,FLYWCH1,SCGB1D1,-0.109
2382,FLYWCH1,GOLPH3,-0.109
2383,FLYWCH1,GSPT2,-0.10800000000000001
2384,FLYWCH1,SGPP2,-0.10800000000000001
2385,FLYWCH1,HMGB3,-0.10800000000000001
2386,FLYWCH1,SLC7A14,-0.10800000000000001
2387,FLYWCH1,PLEKHO2,0.10800000000000001
2389,FLYWCH1,ADGRL3,-0.10800000000000001
2390,FLYWCH1,HIBCH,0.10800000000000001
2391,FLYWCH1,ZFP90,-0.10800000000000001
2392,FLYWCH1,DEFB127,-0.107
2393,FLYWCH1,APOB,0.107
2394,FLYWCH1,ZNF639,-0.107
2395,FLYWCH1,IL7,-0.107
2396,FLYWCH1,ATP6V1E1,-0.107
2397,FLYWCH1,CDYL,0.107
2398,FLYWCH1,PTHLH,-0.107
2399,FLYWCH1,MYL1,0.107
2400,FLYWCH1,MAGEC1,-0.107
2401,FLYWCH1,GALNT2,0.106
2402,FLYWCH1,MTMR6,-0.106
2403,FLYWCH1,ALKAL1,-0.106
2404,FLYWCH1,RP2,-0.106
2405,FLYWCH1,WDYHV1,-0.105
2406,FLYWCH1,DHRSX,-0.105
2407,FLYWCH1,IL36B,-0.105
2408,CAPN3,GANC,0.278
2409,CAPN3,JMJD7,0.262
2410,CAPN3,WDR76,0.256
2411,CAPN3,SNX22,0.254
2412,CAPN3,STARD9,0.252
2413,CAPN3,EPB42,0.251
2414,CAPN3,MTMR10,0.25
2415,CAPN3,BCL2L10,0.247
2416,CAPN3,PPIP5K1,0.243
2417,CAPN3,DAPK2,0.239
2418,CAPN3,ADAL,0.237
2419,CAPN3,FBN1,0.23
2420,CAPN3,UBR1,0.22699999999999998
2421,CAPN3,BNIP2,0.22699999999999998
2422,CAPN3,SLC24A5,0.225
2423,CAPN3,PLA2G4F,0.217
2424,CAPN3,ELL3,0.215
2425,CAPN3,PLA2G4D,0.209
2426,CAPN3,SLC24A1,0.209
2427,CAPN3,EXD1,0.209
2428,CAPN3,PAK6,0.207
2429,CAPN3,FGF7,0.20600000000000002
2430,CAPN3,TRPM1,0.205
2431,CAPN3,MGA,0.2
2432,CAPN3,TYRO3,0.198
2433,CAPN3,LPCAT4,0.19699999999999998
2434,CAPN3,PLEKHO2,0.19699999999999998
2435,CAPN3,MAP1A,0.195
2436,CAPN3,DUOXA2,0.19399999999999998
2437,CAPN3,CGNL1,0.193
2438,CAPN3,FRMD5,0.191
2439,CAPN3,GCNT3,0.191
2440,CAPN3,GOLGA8B,0.19
2441,CAPN3,DLL4,0.19
2442,CAPN3,GJD2,0.18899999999999997
2443,CAPN3,CCDC32,0.18899999999999997
2444,CAPN3,RASL12,0.188
2445,CAPN3,LRRC20,0.188
2446,CAPN3,AQP9,0.188
2447,CAPN3,ALDH1A2,0.187
2448,CAPN3,PGBD4,0.187
2449,CAPN3,ANP32A,0.187
2450,CAPN3,CHRNA7,0.18600000000000005
2451,CAPN3,OTUD7A,0.185
2452,CAPN3,DUOXA1,0.185
2453,CAPN3,PPP1R14D,0.185
2454,CAPN3,EID1,0.184
2455,CAPN3,DMXL2,0.184
2456,CAPN3,C15orf62,0.184
2457,CAPN3,RORA,0.184
2458,CAPN3,CLC,0.183
2459,CAPN3,GOLGA6L2,0.183
2460,CAPN3,SPPL2A,0.182
2461,CAPN3,CKMT1B,0.182
2462,CAPN3,GCHFR,0.182
2463,CAPN3,ACAN,0.18100000000000002
2464,CAPN3,LINC02694,0.18100000000000002
2465,CAPN3,PARP6,0.18100000000000002
2466,CAPN3,CTXN2,0.18
2467,CAPN3,OCA2,0.179
2468,CAPN3,SLC12A1,0.179
2469,CAPN3,CYP19A1,0.17800000000000002
2470,CAPN3,RGS10,0.17800000000000002
2471,CAPN3,PPIB,0.177
2472,CAPN3,TRIP4,0.177
2473,CAPN3,MYLK4,-0.17600000000000002
2474,CAPN3,ZNF280D,0.17600000000000002
2475,CAPN3,CIAO2A,0.17600000000000002
2476,CAPN3,S100G,0.17600000000000002
2477,CAPN3,IQCH,0.175
2478,CAPN3,MAN2A2,0.175
2479,CAPN3,GPR156,0.175
2480,CAPN3,CCDC9B,0.174
2481,CAPN3,CHRFAM7A,0.174
2482,CAPN3,STMN3,-0.172
2483,CAPN3,SPR,0.172
2484,CAPN3,CLCN2,0.172
2485,CAPN3,ARHGAP24,0.171
2486,CAPN3,ANXA2,0.171
2487,CAPN3,TBX10,0.17
2488,CAPN3,SLC9C2,0.17
2489,CAPN3,THBS1,0.17
2490,CAPN3,DVL3,0.16899999999999998
2491,CAPN3,TECTB,0.168
2492,CAPN3,ADAM28,-0.16699999999999998
2493,CAPN3,ZSCAN29,0.16699999999999998
2494,CAPN3,KCNMB3,0.16699999999999998
2495,CAPN3,TGM5,0.166
2496,CAPN3,SQOR,0.166
2497,CAPN3,MADD,0.166
2498,CAPN3,WDR72,0.166
2499,CAPN3,RPUSD2,0.165
2500,CAPN3,CLN6,0.165
2501,CAPN3,FAM163B,-0.16399999999999998
2502,CAPN3,CORO2B,0.163
2503,CAPN3,GNS,0.163
2504,CAPN3,KATNBL1,0.163
2505,CAPN3,TRIM40,-0.163
2506,CAPN3,FAM47B,-0.163
2507,CAPN3,CCL27,0.163
2508,CAPN3,PYGM,-0.16699999999999998
2509,CAPN3,PRPSAP2,-0.159
2510,CAPN3,UBE2Q2,0.157
2511,CAPN3,ZNF683,0.155
2512,CAPN3,USP50,0.154
2513,CAPN3,GYPC,0.153
2514,CAPN3,GBX2,-0.152
2515,CAPN3,SENP2,-0.149
2516,CAPN3,RNF130,0.146
2517,CAPN3,L2HGDH,-0.145
2518,CAPN3,POTEE,-0.14400000000000002
2519,CAPN3,FAM169A,-0.14300000000000002
2520,CAPN3,NFKBIE,0.142
2521,CAPN3,GCSAML,0.142
2522,CAPN3,CNKSR1,-0.142
2523,CAPN3,LRMDA,0.142
2524,CAPN3,PRB3,-0.141
2525,CAPN3,STAB1,0.14
2526,CAPN3,POTEI,-0.139
2527,CAPN3,ANK3,-0.138
2528,CAPN3,CPQ,0.138
2529,CAPN3,NUPR1,0.13699999999999998
2530,CAPN3,PRKCI,-0.13699999999999998
2531,CAPN3,EMILIN2,0.136
2532,CAPN3,CATSPER4,-0.136
2533,CAPN3,CD5L,0.135
2534,CAPN3,TRIM59,-0.134
2535,CAPN3,NCAPD2,-0.134
2536,CAPN3,LYSMD2,0.133
2537,CAPN3,GGTLC3,-0.133
2538,CAPN3,TKFC,-0.133
2539,CAPN3,LMBR1,-0.132
2540,CAPN3,MARK2,-0.132
2541,CAPN3,SCML4,0.132
2542,CAPN3,PKP2,-0.132
2543,CAPN3,PLA2G4C,0.131
2544,CAPN3,PPA1,-0.13
2545,CAPN3,C11orf80,-0.13
2546,CAPN3,FCGR2A,0.13
2547,CAPN3,APTX,-0.129
2548,CAPN3,FAM167B,0.128
2549,CAPN3,FAH,0.128
2550,CAPN3,NUBPL,-0.127
2551,CAPN3,PTCH1,-0.127
2552,CAPN3,STRBP,-0.127
2553,CAPN3,XPC,-0.127
2554,CAPN3,CHRD,-0.126
2555,CAPN3,MYO15A,-0.126
2556,CAPN3,PEX5,-0.126
2557,CAPN3,PHKA1,-0.126
2558,CAPN3,ZNF860,-0.125
2559,CAPN3,ATL2,-0.125
2560,CAPN3,NECAP1,-0.125
2561,CAPN3,FXYD1,0.124
2562,CAPN3,BRMS1L,-0.124
2563,CAPN3,SAPCD2,-0.124
2564,CAPN3,BORA,-0.124
2565,CAPN3,KCNMB4,-0.124
2566,CAPN3,KCNK17,0.124
2567,CAPN3,CENPH,-0.12300000000000001
2568,CAPN3,NEBL,-0.12300000000000001
2569,CAPN3,IL4I1,0.12300000000000001
2570,CAPN3,KRAS,-0.12300000000000001
2571,CAPN3,C15orf40,0.12300000000000001
2572,CAPN3,EPN2,-0.122
2573,CAPN3,HEXA,0.122
2574,CAPN3,CYSLTR1,0.122
2575,CAPN3,TMEM106A,0.122
2576,CAPN3,CAMSAP1,-0.122
2577,CAPN3,NAT10,-0.121
2578,CAPN3,SUDS3,-0.121
2579,CAPN3,HLA-DMA,0.121
2580,CAPN3,PPM1J,-0.121
2581,CAPN3,ITGAM,0.121
2582,CAPN3,CPEB2,0.121
2583,CAPN3,SINHCAF,-0.121
2584,CAPN3,IGDCC3,-0.12
2585,CAPN3,HS6ST2,-0.12
2586,CAPN3,RUVBL1,-0.12
2587,CAPN3,LRRC52,0.12
2588,CAPN3,ATP6V0E1,0.12
2589,CAPN3,CD34,0.11900000000000001
2590,CAPN3,ARHGEF6,0.11900000000000001
2591,CAPN3,PIGB,0.11900000000000001
2592,CAPN3,RNF113B,-0.11900000000000001
2593,CAPN3,CCL2,0.11900000000000001
2594,CAPN3,RABGAP1,-0.11900000000000001
2595,CAPN3,BTN3A3,0.11900000000000001
2596,CAPN3,FGF8,-0.11800000000000001
2597,CAPN3,NOTCH3,-0.11800000000000001
2598,CAPN3,FBXO21,-0.11800000000000001
2599,CAPN3,ARID1A,-0.11800000000000001
2600,CAPN3,SPON2,0.11800000000000001
2601,CAPN3,TMEM134,-0.11800000000000001
2602,CAPN3,SECISBP2,-0.11699999999999999
2603,CAPN3,SFTPC,0.11699999999999999
2604,CAPN3,RBM12,-0.11699999999999999
2605,CAPN3,TMIGD3,0.11699999999999999
2606,CAPN3,LARGE2,-0.11699999999999999
2607,CAPN3,RANBP3L,0.11699999999999999
2608,CAPN3,TM6SF1,0.156
2609,CAPN3,HDGFL3,0.154
2610,CAPN3,BNC1,0.153
2611,CAPN3,ADAMTSL3,0.151
2614,CAPN3,FSD2,0.149
2616,CAPN3,TMEM266,0.149
2618,CAPN3,ETFA,0.147
2619,CAPN3,NRG4,0.145
2620,CAPN3,BTBD1,0.145
2621,CAPN3,HOMER2,0.14300000000000002
2623,CAPN3,FBXO22,0.142
2624,CAPN3,WHAMM,0.142
2626,CAPN3,AP3B2,0.14
2629,CAPN3,ITPR3,0.139
2631,CAPN3,KLHL25,0.139
2632,CAPN3,UBE2Q2L,0.138
2633,CAPN3,SYNGAP1,0.13699999999999998
2635,CAPN3,WDR73,0.13699999999999998
2637,CAPN3,NMB,0.13699999999999998
2638,CAPN3,SEC11A,0.13699999999999998
2640,CAPN3,ABHD17C,0.13699999999999998
2642,CAPN3,ZSCAN2,0.13699999999999998
2645,CAPN3,ZBTB9,0.13699999999999998
2647,CAPN3,BAK1,0.13699999999999998
2648,CAPN3,SH3GL3,0.13699999999999998
2649,CAPN3,TLNRD1,0.136
2655,CAPN3,LINGO1,0.136
2656,CAPN3,TBC1D2B,0.136
2657,CAPN3,PDE8A,0.136
2658,CAPN3,CUTA,0.136
2659,CAPN3,ALPK3,0.136
2660,CAPN3,ZNF592,0.135
2661,CAPN3,SLC28A1,0.135
2662,CAPN3,LEMD2,0.135
2663,CAPN3,DNAJA4,0.135
2664,CAPN3,ACSBG1,0.135
2665,CAPN3,PHF1,0.135
2666,CAPN3,SAXO2,0.135
2668,CAPN3,SH2D7,0.135
2669,CAPN3,CIB2,0.135
2670,CAPN3,IP6K3,0.135
2672,CAPN3,MLN,0.133
2673,CAPN3,WDR61,0.133
2674,CAPN3,CRABP1,0.133
2676,CAPN3,IREB2,0.133
2677,CAPN3,STOML1,0.132
2678,CAPN3,PML,0.132
2680,CAPN3,COL11A2,0.132
2682,CAPN3,CHRNA5,0.132
2683,CAPN3,CHRNA3,0.132
2684,CAPN3,CHRNB4,0.132
2686,CAPN3,IL16,0.132
2687,CAPN3,CFAP161,0.132
2689,CAPN3,MESD,0.131
2690,CAPN3,IDH3A,0.131
2691,CAPN3,KIF7,0.131
2692,CAPN3,HYKK,0.131
2693,CAPN3,EFL1,0.131
2695,CAPN3,INSYN1,0.131
2696,CAPN3,PSMA4,0.131
2697,CAPN3,REC114,0.13
2698,CAPN3,ISL2,0.13
2699,CAPN3,MTHFS,0.13
2702,CAPN3,PEAK1,0.13
2703,CAPN3,TSPAN3,0.13
2704,CAPN3,PSTPIP1,0.13
2705,CAPN3,LOXL1,0.13
2707,CAPN3,FOXA2,-0.109
2709,CAPN3,THBD,-0.105
2710,CAPN3,SSTR4,-0.105
2711,CAPN3,NKX2-2,-0.10400000000000001
2713,CAPN3,CD93,-0.10400000000000001
2714,CAPN3,TOP3A,-0.10400000000000001
2715,CAPN3,SHMT1,-0.10400000000000001
2716,CAPN3,EVPLL,-0.10400000000000001
2717,CAPN3,SMCR8,-0.10400000000000001
2718,CAPN3,MIEF2,-0.10400000000000001
2719,CAPN3,RAI1,-0.10300000000000001
2720,CAPN3,XRN2,-0.102
2721,CAPN3,NKX2-4,-0.102
2722,CAPN3,TVP23C,-0.10099999999999999
2725,CAPN3,PIGL,-0.1
2727,CAPN3,SREBF1,-0.1
2728,CAPN3,TOM1L2,-0.1
2729,CAPN3,FLII,-0.1
2730,CAPN3,ZNF287,-0.1
2732,CAPN3,LGALS9C,-0.1
2734,CAPN3,COPS3,-0.099
2735,CAPN3,FLCN,-0.099
2736,CAPN3,NAPB,-0.099
2737,CAPN3,GZF1,-0.099
2738,CAPN3,NXT1,-0.099
2739,CAPN3,CSTL1,-0.099
2740,CAPN3,PAX1,-0.099
2742,CAPN3,CST11,-0.099
2743,CAPN3,CST8,-0.099
2745,CAPN3,MED9,-0.098
2746,CAPN3,RASD1,-0.098
2747,CAPN3,ALKBH5,-0.098
2748,CAPN3,LLGL1,-0.098
2749,CAPN3,CENPV,-0.098
2752,CAPN3,TBC1D26,-0.096
2753,CAPN3,NT5M,-0.096
2754,CAPN3,PEMT,-0.096
2755,CAPN3,ZNF624,-0.096
2756,CAPN3,DRG2,-0.096
2761,CAPN3,UBB,-0.095
2764,CAPN3,TRPV2,-0.095
2765,CAPN3,LRRC75A,-0.095
2768,CAPN3,GID4,-0.094
2769,CAPN3,ATPAF2,-0.094
2770,CAPN3,DRC3,-0.094
2771,CAPN3,CST1,-0.094
2772,CAPN3,TNFRSF13B,-0.094
2773,CAPN3,CST9L,-0.094
2774,CAPN3,DNAH9,-0.094
2775,CAPN3,OSMR,-0.094
2776,CAPN3,CST4,-0.094
2777,CAPN3,MPRIP,-0.094
2779,CAPN3,TBC1D28,-0.094
2781,CAPN3,ZNF286B,-0.094
2783,CAPN3,CST5,-0.09300000000000001
2784,CAPN3,CST2,-0.09300000000000001
2785,CAPN3,ZNF18,-0.09300000000000001
2786,CAPN3,INSM1,-0.09300000000000001
2787,CAPN3,GGTLC1,-0.09300000000000001
2788,CAPN3,RALGAPA2,-0.09300000000000001
2789,CAPN3,SYNDIG1,-0.092
2790,CAPN3,CST3,-0.092
2791,CAPN3,CST9,-0.092
2792,CAPN3,DAB2,-0.092
2793,CAPN3,CDRT1,-0.092
2797,CAPN3,PLD6,-0.092
2798,CAPN3,RICTOR,-0.091
2799,CAPN3,CCDC144A,-0.091
2800,CAPN3,CFAP61,-0.091
2801,CAPN3,FAM83G,-0.091
2802,CAPN3,GRAP,-0.091
2803,CAPN3,GINS1,-0.091
2804,CAPN3,SLC5A10,-0.09
2805,CAPN3,CALR3,-0.142
2806,CAPN3,CCDC71L,-0.139
2807,CAPN3,HCRTR2,0.13
2808,CAPN3,AMD1,-0.128
2809,CAPN3,IGLL5,-0.128
2810,CAPN3,COX8C,0.127
2811,CAPN3,KITLG,0.122
2812,CAPN3,NLRP1,0.122
2814,CAPN3,TTC19,-0.121
2815,CAPN3,GPR135,-0.121
2816,CAPN3,CCDC15,0.121
2817,CAPN3,SYS1,-0.11900000000000001
2818,CAPN3,FEZF2,0.11900000000000001
2819,CAPN3,ERCC6L2,-0.11599999999999999
2820,CAPN3,EDDM3B,-0.11599999999999999
2821,CAPN3,SLC2A12,0.115
2822,CAPN3,CHRM3,-0.114
2823,CAPN3,BCAM,0.113
2824,CAPN3,MAP3K19,0.113
2825,CAPN3,ERAS,-0.113
2826,CAPN3,HSPBP1,-0.113
2827,CAPN3,KMT2D,-0.11199999999999999
2828,CAPN3,KRTAP3-2,-0.11199999999999999
2829,CAPN3,KRT86,0.11199999999999999
2830,CAPN3,ETV5,-0.111
2831,CAPN3,ANXA9,-0.111
2832,CAPN3,DUOX1,0.111
2833,CAPN3,ZNF429,-0.111
2834,CAPN3,FMR1NB,0.11
2835,CAPN3,HMBS,-0.11
2836,CAPN3,HDX,-0.11
2837,CAPN3,SLC25A45,-0.11
2838,CAPN3,FAM210B,-0.11
2839,CAPN3,RAMP3,0.11
2841,CAPN3,SRSF2,0.109
2842,CAPN3,CNN3,0.109
2843,CAPN3,PRIMA1,-0.109
2844,CAPN3,CLCN6,-0.10800000000000001
2845,CAPN3,ANKRD27,-0.10800000000000001
2846,CAPN3,TTC14,-0.107
2847,CAPN3,KRTAP11-1,0.107
2848,CAPN3,HEY1,0.107
2849,CAPN3,GDF5OS,0.107
2850,CAPN3,EYA4,0.106
2851,CAPN3,WNT2,-0.106
2852,CAPN3,LRRC29,-0.106
2853,CAPN3,SAMHD1,-0.106
2854,CAPN3,ENTPD6,-0.106
2855,CAPN3,OR4B1,-0.105
2856,CAPN3,TSPAN16,-0.105
2857,CAPN3,CUEDC1,-0.105
2858,CAPN3,INO80,-0.105
2859,CAPN3,FUT2,0.105
2860,CAPN3,GBF1,-0.105
2861,CAPN3,NRDE2,0.10400000000000001
2862,CAPN3,ZNF695,0.10400000000000001
2863,CAPN3,LRTOMT,-0.10400000000000001
2864,CAPN3,SLC38A4,0.10400000000000001
2865,CAPN3,RFPL4A,-0.10400000000000001
2866,CAPN3,SRF,-0.10400000000000001
2867,CAPN3,CHST4,-0.10400000000000001
2868,CAPN3,VOPP1,-0.10400000000000001
2869,CAPN3,AFP,0.10400000000000001
2870,CAPN3,PRTG,-0.10400000000000001
2871,CAPN3,WDR43,0.10300000000000001
2872,CAPN3,AQP6,-0.10300000000000001
2873,CAPN3,USP53,0.10300000000000001
2874,CAPN3,IPPK,-0.10300000000000001
2875,CAPN3,HOXC9,-0.102
2877,CAPN3,RAP1GAP,-0.102
2878,CAPN3,GGCT,-0.102
2879,CAPN3,CCDC138,0.102
2880,CAPN3,DEC1,0.102
2881,CAPN3,HP,0.102
2882,CAPN3,PHF11,0.102
2883,CAPN3,MED23,0.102
2884,CAPN3,NKAP,0.102
2885,CAPN3,CPT2,-0.10099999999999999
2886,CAPN3,ZNF726,-0.10099999999999999
2887,CAPN3,H1-4,-0.1
2888,CAPN3,NPY2R,-0.1
2889,CAPN3,IL36B,0.1
2890,CAPN3,CNGB3,-0.1
2891,CAPN3,DMBX1,0.099
2892,CAPN3,OR5A1,-0.099
2893,CAPN3,FEM1A,-0.099
2894,CAPN3,LETMD1,0.099
2895,CAPN3,NUTM2A,0.099
2896,CAPN3,C5orf63,-0.099
2897,CAPN3,C21orf58,-0.099
2898,CAPN3,IGF2R,-0.098
2899,CAPN3,EXT1,-0.098
2900,CAPN3,SCUBE2,0.098
2901,CAPN3,PRMT1,-0.098
2902,CAPN3,GTF2H5,0.098
2903,CAPN3,VN1R1,0.09699999999999999
2904,CAPN3,PLCG1,-0.095
2905,ALPP,THEM6,0.223
2906,ALPP,KIR2DL1,0.215
2907,ALPP,MRPS10,-0.20800000000000002
2908,ALPP,LKAAEAR1,0.20600000000000002
2909,ALPP,CELA2B,0.204
2910,ALPP,TMEM231,0.204
2911,ALPP,NLRP7,0.2
2912,ALPP,MARCO,-0.19899999999999998
2913,ALPP,KCNJ13,0.19899999999999998
2914,ALPP,MRPS18A,-0.193
2915,ALPP,FAM193B,0.193
2916,ALPP,CACNA1B,0.19
2917,ALPP,TCFL5,0.19
2918,ALPP,COA8,0.18899999999999997
2919,ALPP,ZNF710,0.18899999999999997
2920,ALPP,ANKRD33B,0.188
2921,ALPP,GPR55,0.187
2922,ALPP,KLHDC8A,0.18600000000000005
2923,ALPP,GSC,0.185
2924,ALPP,CPEB3,0.183
2925,ALPP,STK25,0.182
2926,ALPP,TUSC2,0.18100000000000002
2927,ALPP,DEF8,0.18100000000000002
2928,ALPP,TMEM18,0.18100000000000002
2929,ALPP,FZD7,0.18
2930,ALPP,TFF2,0.18
2931,ALPP,CSRNP3,-0.18
2932,ALPP,HELZ2,0.18
2933,ALPP,CHPF,0.18
2934,ALPP,BRSK1,0.179
2935,ALPP,MEX3D,0.17800000000000002
2936,ALPP,TSHZ2,0.177
2937,ALPP,MRPS35,-0.177
2938,ALPP,CYP51A1,-0.17600000000000002
2939,ALPP,TBCD,0.175
2940,ALPP,ZNF720,0.175
2941,ALPP,ABHD16B,0.175
2942,ALPP,CRYGD,0.175
2943,ALPP,ZC3H14,0.174
2944,ALPP,ZXDA,0.174
2945,ALPP,RAB40B,0.172
2946,ALPP,FGF22,0.172
2947,ALPP,MTO1,-0.172
2948,ALPP,POTEI,0.17
2949,ALPP,CT47B1,0.17
2950,ALPP,RIBC1,-0.16899999999999998
2951,ALPP,SHROOM1,0.16899999999999998
2952,ALPP,RARRES2,0.16899999999999998
2953,ALPP,MRPL23,-0.16899999999999998
2954,ALPP,C4orf36,-0.16899999999999998
2955,ALPP,AFG1L,0.168
2956,ALPP,FUCA1,0.168
2957,ALPP,MRPL11,-0.168
2958,ALPP,MT1M,0.16699999999999998
2959,ALPP,HSBP1L1,0.16699999999999998
2960,ALPP,SLC2A4RG,0.16699999999999998
2961,ALPP,MRPL48,-0.16699999999999998
